,X,file_name,plot,block,treatment,year,month,day,plot_type,nphoto,GCC_mean,EGI_mean,ERI_mean,ExGmR,Date,pixel_length,pixel_width,DoY
726,2290,C20_01_07302025.jpeg,20,5,Deluge,2025,7,30,C,1,0.35243729,0.050232739,0.192260594,-0.142027855,7/30/25,863,886,211
727,2291,C21_01_07302025.jpeg,21,6,Drought,2025,7,30,C,1,0.347374071,0.032675838,0.172686187,-0.140010349,7/30/25,938,941,211
728,2292,C22_01_07302025.jpeg,22,6,Drought-Deluge,2025,7,30,C,1,0.346795825,0.035799043,0.188797519,-0.152998476,7/30/25,980,971,211
729,2293,C23_01_07302025.jpeg,23,6,Deluge,2025,7,30,C,1,0.370035158,0.076552939,0.161721099,-0.08516816,7/30/25,995,1029,211
730,2294,C24_01_07302025.jpeg,24,6,Control,2025,7,30,C,1,0.347521652,0.040281604,0.199340354,-0.159058751,7/30/25,995,960,211
731,2295,C25_01_07302025.jpeg,25,7,Drought,2025,7,30,C,1,0.338647515,0.014108457,0.180906244,-0.166797787,7/30/25,504,493,211
732,2296,C26_01_07302025.jpeg,26,7,Drought-Deluge,2025,7,30,C,1,0.377887481,0.111122713,0.131647297,-0.020524584,7/30/25,934,938,211
733,2297,C27_01_07302025.jpeg,27,7,Control,2025,7,30,C,1,0.351961772,0.045271027,0.197687674,-0.152416647,7/30/25,916,978,211
734,2298,C28_01_07302025.jpeg,28,7,Deluge,2025,7,30,C,1,0.370901505,0.080848712,0.155522723,-0.074674012,7/30/25,984,968,211
735,2299,C29_01_07302025.jpeg,29,8,Drought-Deluge,2025,7,30,C,1,0.340672241,0.019726302,0.185759255,-0.166032953,7/30/25,1081,1082,211
736,2300,C30_01_07302025.jpeg,30,8,Drought,2025,7,30,C,1,0.343103819,0.026710808,0.18963362,-0.162922812,7/30/25,920,930,211
737,2481,C01_01_08082025.jpeg,1,1,Drought,2025,8,8,C,1,0.337135236,0.012683356,0.208735163,-0.196051807,8/8/25,425,429,220
738,2482,C02_01_08082025.jpeg,2,1,Drought-Deluge,2025,8,8,C,1,0.341209148,0.022283241,0.219520274,-0.197237032,8/8/25,434,431,220
739,2483,C03_01_08082025.jpeg,3,1,Control,2025,8,8,C,1,0.343326623,0.034404454,0.235094085,-0.200689631,8/8/25,435,431,220
740,2484,C04_01_08082025.jpeg,4,1,Deluge,2025,8,8,C,1,0.354525476,0.055634598,0.172322678,-0.11668808,8/8/25,452,453,220
741,2485,C05_01_08082025.jpeg,5,2,Deluge,2025,8,8,C,1,0.344089184,0.033955139,0.215393577,-0.181438438,8/8/25,870,866,220
742,2486,C06_01_08082025.jpeg,6,2,Control,2025,8,8,C,1,0.346255636,0.040359304,0.213310835,-0.172951531,8/8/25,866,869,220
743,2487,C07_01_08082025.jpeg,7,2,Drought,2025,8,8,C,1,0.341101663,0.02377048,0.206532909,-0.182762429,8/8/25,885,912,220
744,2488,C08_01_08082025.jpeg,8,2,Drought-Deluge,2025,8,8,C,1,0.344348254,0.035298511,0.191705037,-0.156406526,8/8/25,841,858,220
745,2489,C09_01_08082025.jpeg,9,3,Deluge,2025,8,8,C,1,0.340891127,0.025364401,0.201673612,-0.176309211,8/8/25,741,739,220
746,2490,C10_01_08082025.jpeg,10,3,Control,2025,8,8,C,1,0.34201483,0.03004615,0.231999162,-0.201953012,8/8/25,865,870,220
747,2491,C11_01_08082025.jpeg,11,3,Drought,2025,8,8,C,1,0.33960613,0.0198967,0.193566016,-0.173669316,8/8/25,878,859,220
748,2492,C12_01_08082025.jpeg,12,3,Drought-Deluge,2025,8,8,C,1,0.34407304,0.031707724,0.171607337,-0.139899613,8/8/25,844,825,220
749,2493,C13_01_08082025.jpeg,13,4,Drought-Deluge,2025,8,8,C,1,0.337103247,0.012226214,0.198448875,-0.186222661,8/8/25,828,834,220
750,2494,C14_01_08082025.jpeg,14,4,Drought,2025,8,8,C,1,0.336610869,0.011038121,0.217246681,-0.206208559,8/8/25,913,919,220
751,2495,C15_01_08082025.jpeg,15,4,Deluge,2025,8,8,C,1,0.339410829,0.020558286,0.225348969,-0.204790682,8/8/25,838,858,220
752,2496,C16_01_08082025.jpeg,16,4,Control,2025,8,8,C,1,0.339948964,0.021922951,0.239690111,-0.21776716,8/8/25,827,854,220
753,2497,C17_01_08082025.jpeg,17,5,Drought-Deluge,2025,8,8,C,1,0.33530788,0.007458335,0.239169445,-0.23171111,8/8/25,837,864,220
754,2498,C18_01_08082025.jpeg,18,5,Drought,2025,8,8,C,1,0.337351922,0.014722512,0.231015882,-0.21629337,8/8/25,821,862,220
755,2499,C19_01_08082025.jpeg,19,5,Control,2025,8,8,C,1,0.344424557,0.031729806,0.188677051,-0.156947246,8/8/25,928,923,220
756,2500,C20_01_08082025.jpeg,20,5,Deluge,2025,8,8,C,1,0.347755475,0.045030506,0.206958198,-0.161927692,8/8/25,889,890,220
757,2501,C21_01_08082025.jpeg,21,6,Drought,2025,8,8,C,1,0.34291963,0.026384602,0.172231216,-0.145846614,8/8/25,860,851,220
758,2502,C22_01_08082025.jpeg,22,6,Drought-Deluge,2025,8,8,C,1,0.340671785,0.022974724,0.192354939,-0.169380215,8/8/25,863,876,220
759,2503,C23_01_08082025.jpeg,23,6,Deluge,2025,8,8,C,1,0.345112078,0.032478146,0.169486016,-0.13700787,8/8/25,854,844,220
760,2504,C24_01_08082025.jpeg,24,6,Control,2025,8,8,C,1,0.343188536,0.032824804,0.226072479,-0.193247675,8/8/25,847,865,220
761,2505,C25_01_08082025.jpeg,25,7,Drought,2025,8,8,C,1,0.335689978,0.00822619,0.222967193,-0.214741003,8/8/25,859,847,220
762,2506,C26_01_08082025.jpeg,26,7,Drought-Deluge,2025,8,8,C,1,0.34507913,0.035521296,0.178697639,-0.143176343,8/8/25,845,835,220
763,2507,C27_01_08082025.jpeg,27,7,Control,2025,8,8,C,1,0.346450403,0.039245873,0.202426283,-0.16318041,8/8/25,889,894,220
764,2508,C28_01_08082025.jpeg,28,7,Deluge,2025,8,8,C,1,0.348613938,0.046231738,0.207482747,-0.161251009,8/8/25,821,837,220
765,2509,C29_01_08082025.jpeg,29,8,Drought-Deluge,2025,8,8,C,1,0.334802102,0.005482025,0.208166526,-0.202684502,8/8/25,794,775,220
766,2510,C30_01_08082025.jpeg,30,8,Drought,2025,8,8,C,1,0.337712864,0.015527271,0.209322445,-0.193795174,8/8/25,842,850,220
767,2511,C31_01_08082025.jpeg,31,8,Control,2025,8,8,C,1,0.342905859,0.02934824,0.198934593,-0.169586353,8/8/25,907,892,220
768,2512,C32_01_08082025.jpeg,32,8,Deluge,2025,8,8,C,1,0.345520079,0.043304046,0.233276138,-0.189972092,8/8/25,819,810,220
769,2513,C33_01_08082025.jpeg,33,9,Drought,2025,8,8,C,1,0.336370789,0.011336636,0.224907046,-0.213570411,8/8/25,838,854,220
770,2514,C34_01_08082025.jpeg,34,9,Drought-Deluge,2025,8,8,C,1,0.337681696,0.014842049,0.203394773,-0.188552724,8/8/25,848,849,220
771,2515,C35_01_08082025.jpeg,35,9,Deluge,2025,8,8,C,1,0.3444819,0.036960361,0.197506527,-0.160546166,8/8/25,865,864,220
772,2516,C36_01_08082025.jpeg,36,9,Control,2025,8,8,C,1,0.345852846,0.041517133,0.218087378,-0.176570245,8/8/25,437,440,220
773,2517,C37_01_08082025.jpeg,37,10,Deluge,2025,8,8,C,1,0.351067571,0.052689185,0.202255285,-0.1495661,8/8/25,433,434,220
774,2518,C38_01_08082025.jpeg,38,10,Control,2025,8,8,C,1,0.344323701,0.036147045,0.194647829,-0.158500784,8/8/25,424,415,220
775,2519,C39_01_08082025.jpeg,39,10,Drought-Deluge,2025,8,8,C,1,0.338754254,0.017131403,0.181426789,-0.164295386,8/8/25,362,369,220
776,2520,C40_01_08082025.jpeg,40,10,Drought,2025,8,8,C,1,0.336621794,0.012421409,0.212367465,-0.199946056,8/8/25,406,411,220
777,2601,C01_01_08142025.jpg,1,1,Drought,2025,8,14,C,1,0.332815824,0.005528706,0.168181265,-0.162652559,8/14/25,632,667,226
778,2602,C02_01_08142025.jpg,2,1,Drought-Deluge,2025,8,14,C,1,0.343921472,0.025524086,0.158391937,-0.132867851,8/14/25,605,614,226
779,2603,C03_01_08142025.jpg,3,1,Control,2025,8,14,C,1,0.33438536,0.00950077,0.168582091,-0.159081321,8/14/25,632,605,226
780,2604,C04_01_08142025.jpg,4,1,Deluge,2025,8,14,C,1,0.344409919,0.025065566,0.144806934,-0.119741368,8/14/25,690,668,226
781,2605,C05_01_082025.jpg,5,2,Deluge,25,8,20,C,1,0.340906886,0.023806502,0.200393707,-0.176587205,8/20/25,599,584,232
782,2606,C06_01_08142025.jpg,6,2,Control,2025,8,14,C,1,0.341638561,0.025258972,0.203736384,-0.178477412,8/14/25,480,468,226
783,2607,C07_01_08142025.jpg,7,2,Drought,2025,8,14,C,1,0.340328977,0.02072358,0.142361822,-0.121638241,8/14/25,909,934,226
784,2608,C09_01_08142025.jpg,9,3,Deluge,2025,8,14,C,1,0.336028123,0.011191007,0.158421196,-0.147230189,8/14/25,671,683,226
785,2609,C10_01_08142025.jpg,10,3,Control,2025,8,14,C,1,0.332882082,0.006658267,0.184721629,-0.178063362,8/14/25,612,629,226
786,2610,C11_01_08142025.jpg,11,3,Drought,2025,8,14,C,1,0.339688934,0.01684173,0.15282621,-0.135984479,8/14/25,788,783,226
787,2611,C12_01_08142025.jpg,12,3,Drought-Deluge,2025,8,14,C,1,0.340080309,0.012843104,0.130982567,-0.118139464,8/14/25,509,527,226
788,2612,C14_01_08142025.jpg,14,4,Drought,2025,8,14,C,1,0.337135042,0.012161056,0.18117906,-0.169018004,8/14/25,544,550,226
789,2613,C15_01_08142025.jpg,15,4,Deluge,2025,8,14,C,1,0.335631314,0.009434801,0.199797126,-0.190362325,8/14/25,635,642,226
790,2614,C16_01_08142025.jpg,16,4,Control,2025,8,14,C,1,0.332716721,0.00388648,0.1741413,-0.17025482,8/14/25,650,682,226
791,2615,C17_01_08142025.jpg,17,5,Drought-Deluge,2025,8,14,C,1,0.332719674,0.001005799,0.190523678,-0.189517879,8/14/25,554,539,226
792,2616,C18_01_08142025.jpg,18,5,Drought,2025,8,14,C,1,0.333632839,0.003827859,0.188679441,-0.184851582,8/14/25,503,492,226
793,2617,C19_01_08142025.jpg,19,5,Control,2025,8,14,C,1,0.338278089,0.013943922,0.165146729,-0.151202807,8/14/25,522,551,226
794,2618,C20_01_08142025.jpg,20,5,Deluge,2025,8,14,C,1,0.336823146,0.013755731,0.169935092,-0.156179361,8/14/25,595,599,226
795,2619,C21_01_08142025.jpg,21,6,Drought,2025,8,14,C,1,0.335793855,0.00712883,0.160113973,-0.152985143,8/14/25,516,516,226
796,2620,C22_01_08142025.jpg,22,6,Drought-Deluge,2025,8,14,C,1,0.334487412,0.005596979,0.174047178,-0.168450199,8/14/25,553,641,226
797,2621,C23_01_08142025.jpg,23,6,Deluge,2025,8,14,C,1,0.338623741,0.014490613,0.147417325,-0.132926713,8/14/25,653,665,226
798,2622,C24_01_08142025.jpg,24,6,Control,2025,8,14,C,1,0.333623282,0.006623003,0.187013908,-0.180390905,8/14/25,527,535,226
799,2623,C26_01_08142025.jpg,26,7,Drought-Deluge,2025,8,14,C,1,0.345080764,0.027884735,0.155010664,-0.127125929,8/14/25,650,633,226
800,2624,C27_01_08142025.jpg,27,7,Control,2025,8,14,C,1,0.338898698,0.015311237,0.161699321,-0.146388084,8/14/25,654,638,226
801,2625,C28_01_08142025.jpg,28,7,Deluge,2025,8,14,C,1,0.3404427,0.018667683,0.154855203,-0.13618752,8/14/25,681,700,226
802,2626,C29_01_08142025.jpg,29,8,Drought-Deluge,2025,8,14,C,1,0.334552742,0.002899208,0.175770844,-0.172871636,8/14/25,563,540,226
803,2627,C30_01_08142025.jpg,30,8,Drought,2025,8,14,C,1,0.334250486,0.006130077,0.193028026,-0.18689795,8/14/25,754,763,226
804,2628,C31_01_08142025.jpg,31,8,Control,2025,8,14,C,1,0.336711328,0.015315267,0.160742017,-0.145426749,8/14/25,691,677,226
805,2629,C32_01_08142025.jpg,32,8,Deluge,2025,8,14,C,1,0.335430632,0.012187666,0.201438935,-0.18925127,8/14/25,617,613,226
806,2630,C33_01_08142025.jpg,33,9,Drought,2025,8,14,C,1,0.329850279,-0.008215195,0.188045731,-0.196260926,8/14/25,603,608,226
807,2631,C34_01_08142025.jpg,34,9,Drought-Deluge,2025,8,14,C,1,0.329895688,-0.006833249,0.168020892,-0.174854141,8/14/25,657,603,226
808,2632,C35_01_08142025.jpg,35,9,Deluge,2025,8,14,C,1,0.337627337,0.016479839,0.170160975,-0.153681136,8/14/25,646,649,226
809,2633,C36_01_08142025.jpg,36,9,Control,2025,8,14,C,1,0.335153081,0.011442073,0.189267455,-0.177825382,8/14/25,609,601,226
810,2634,C37_01_08142025.jpg,37,10,Deluge,2025,8,14,C,1,0.336539022,0.014030605,0.169150541,-0.155119936,8/14/25,624,615,226
811,2635,C38_01_08142025.jpg,38,10,Control,2025,8,14,C,1,0.334574602,0.008344664,0.170444013,-0.162099349,8/14/25,639,651,226
812,2636,C39_01_08142025.jpg,39,10,Drought-Deluge,2025,8,14,C,1,0.332596948,-0.000215833,0.15801754,-0.158233374,8/14/25,742,719,226
813,2637,C40_01_08142025.jpg,40,10,Drought,2025,8,14,C,1,0.329604491,-0.007599822,0.172245094,-0.179844915,8/14/25,648,671,226
814,2713,C01_01_08192025.jpeg,1,1,Drought,2025,8,19,C,1,0.339511762,0.01791481,0.186972254,-0.169057444,8/19/25,466,457,231
815,2714,C02_01_08192025.jpeg,2,1,Drought-Deluge,2025,8,19,C,1,0.34743706,0.037496472,0.177155933,-0.139659461,8/19/25,482,486,231
816,2715,C03_01_08192025.jpeg,3,1,Control,2025,8,19,C,1,0.347901136,0.039649998,0.203585219,-0.163935221,8/19/25,434,427,231
817,2716,C04_01_08192025.jpeg,4,1,Deluge,2025,8,19,C,1,0.363250064,0.062735827,0.167661192,-0.104925365,8/19/25,428,428,231
818,2717,C05_01_08192025.jpeg,5,2,Deluge,2025,8,19,C,1,0.354530963,0.049496056,0.175398088,-0.125902032,8/19/25,453,448,231
819,2718,C06_01_08192025.jpeg,6,2,Control,2025,8,19,C,1,0.35481107,0.050428291,0.191748139,-0.141319848,8/19/25,905,894,231
820,2719,C07_01_08192025.jpeg,7,2,Drought,2025,8,19,C,1,0.346674114,0.03456898,0.184103902,-0.149534922,8/19/25,866,858,231
821,2720,C08_01_08192025.jpeg,8,2,Drought-Deluge,2025,8,19,C,1,0.348216871,0.037191263,0.172117044,-0.134925781,8/19/25,889,907,231
822,2721,C09_01_08192025.jpeg,9,3,Deluge,2025,8,19,C,1,0.343995368,0.030756617,0.193309492,-0.162552875,8/19/25,848,867,231
823,2722,C10_01_08192025.jpeg,10,3,Control,2025,8,19,C,1,0.344579065,0.032571476,0.206068339,-0.173496863,8/19/25,833,850,231
824,2723,C11_01_08192025.jpeg,11,3,Drought,2025,8,19,C,1,0.343197953,0.025816705,0.191113266,-0.165296561,8/19/25,831,816,231
825,2724,C12_01_08192025.jpeg,12,3,Drought-Deluge,2025,8,19,C,1,0.351246336,0.041983047,0.168616984,-0.126633937,8/19/25,971,967,231
826,2725,C13_01_08192025.jpeg,13,4,Drought-Deluge,2025,8,19,C,1,0.339438053,0.017810106,0.176626957,-0.158816851,8/19/25,869,857,231
827,2726,C14_01_08192025.jpeg,14,4,Drought,2025,8,19,C,1,0.337897786,0.013608046,0.176311929,-0.162703883,8/19/25,434,426,231
828,2727,C15_01_08192025.jpeg,15,4,Deluge,2025,8,19,C,1,0.343836394,0.028713704,0.195527119,-0.166813415,8/19/25,985,987,231
829,2728,C16_01_08192025.jpeg,16,4,Control,2025,8,19,C,1,0.347045197,0.032554856,0.192077757,-0.159522901,8/19/25,765,784,231
830,2729,C17_01_08192025.jpeg,17,5,Drought-Deluge,2025,8,19,C,1,0.336956825,0.013379322,0.213469287,-0.200089966,8/19/25,849,830,231
831,2730,C18_01_08192025.jpeg,18,5,Drought,2025,8,19,C,1,0.341911424,0.03070024,0.20761728,-0.17691704,8/19/25,437,433,231
832,2731,C19_01_08192025.jpeg,19,5,Control,2025,8,19,C,1,0.354193309,0.039670366,0.14824297,-0.108572605,8/19/25,947,933,231
833,2732,C20_01_08192025.jpeg,20,5,Deluge,2025,8,19,C,1,0.352537631,0.050322441,0.20411505,-0.153792609,8/19/25,865,884,231
834,2733,C21_01_08192025.jpeg,21,6,Drought,2025,8,19,C,1,0.345904506,0.027712281,0.16483149,-0.137119209,8/19/25,909,932,231
835,2734,C22_01_08192025.jpeg,22,6,Drought-Deluge,2025,8,19,C,1,0.342819765,0.025541983,0.174616342,-0.149074359,8/19/25,916,903,231
836,2735,C23_01_08192025.jpeg,23,6,Deluge,2025,8,19,C,1,0.357022267,0.052763052,0.171877556,-0.119114503,8/19/25,929,925,231
837,2736,C24_01_08192025.jpeg,24,6,Control,2025,8,19,C,1,0.346540761,0.037932746,0.21147666,-0.173543914,8/19/25,903,920,231
838,2737,C25_01_08192025.jpeg,25,7,Drought,2025,8,19,C,1,0.339522554,0.015658185,0.164095025,-0.14843684,8/19/25,867,877,231
839,2738,C26_01_08192025.jpeg,26,7,Drought-Deluge,2025,8,19,C,1,0.352179709,0.048050639,0.171271577,-0.123220938,8/19/25,752,786,231
840,2739,C27_01_08192025.jpeg,27,7,Control,2025,8,19,C,1,0.352618896,0.043847785,0.181783811,-0.137936026,8/19/25,875,878,231
841,2740,C28_01_08192025.jpeg,28,7,Deluge,2025,8,19,C,1,0.354126347,0.050718733,0.190443865,-0.139725132,8/19/25,893,892,231
842,2741,C29_01_08192025.jpeg,29,8,Drought-Deluge,2025,8,19,C,1,0.339240554,0.016598933,0.182226108,-0.165627175,8/19/25,924,895,231
843,2742,C30_01_08192025.jpeg,30,8,Drought,2025,8,19,C,1,0.342355911,0.024154489,0.19321397,-0.169059481,8/19/25,842,867,231
844,2743,C31_01_08192025.jpeg,31,8,Control,2025,8,19,C,1,0.349976909,0.040306495,0.182458294,-0.142151799,8/19/25,879,889,231
845,2744,C32_01_08192025.jpeg,32,8,Deluge,2025,8,19,C,1,0.345275011,0.03534585,0.216783167,-0.181437317,8/19/25,864,854,231
846,2745,C33_01_08192025.jpeg,33,9,Drought,2025,8,19,C,1,0.340572013,0.020894298,0.192165576,-0.171271278,8/19/25,845,866,231
847,2746,C34_01_08192025.jpeg,34,9,Drought-Deluge,2025,8,19,C,1,0.342244485,0.021217321,0.169404408,-0.148187087,8/19/25,848,848,231
848,2747,C35_01_08192025.jpeg,35,9,Deluge,2025,8,19,C,1,0.350826949,0.042100231,0.193582276,-0.151482045,8/19/25,834,863,231
849,2748,C36_01_08192025.jpeg,36,9,Control,2025,8,19,C,1,0.346531081,0.0372971,0.193073634,-0.155776534,8/19/25,835,832,231
850,2749,C37_01_08192025.jpeg,37,10,Deluge,2025,8,19,C,1,0.357077799,0.05842624,0.188058786,-0.129632546,8/19/25,873,909,231
851,2750,C38_01_08192025.jpeg,38,10,Control,2025,8,19,C,1,0.345270596,0.032069836,0.178526664,-0.146456829,8/19/25,825,846,231
852,2751,C39_01_08192025.jpeg,39,10,Drought-Deluge,2025,8,19,C,1,0.337939151,0.013427842,0.18427617,-0.170848327,8/19/25,743,780,231
853,2752,C40_01_08192025.jpeg,40,10,Drought,2025,8,19,C,1,0.336744638,0.011205988,0.178359127,-0.167153139,8/19/25,844,868,231
854,2833,C01_01_08282025.jpeg,1,1,Drought,2025,8,28,C,1,0.339554365,0.018850991,0.20893452,-0.190083528,8/28/25,458,461,240
855,2834,C02_01_08282025.jpeg,2,1,Drought-Deluge,2025,8,28,C,1,0.344297091,0.034032887,0.230454752,-0.196421865,8/28/25,443,461,240
856,2835,C03_01_08282025.jpeg,3,1,Control,2025,8,28,C,1,0.344761083,0.031109112,0.18977763,-0.158668518,8/28/25,463,453,240
857,2836,C04_01_08282025.jpeg,4,1,Deluge,2025,8,28,C,1,0.352385547,0.045319157,0.185418028,-0.140098871,8/28/25,420,427,240
858,2837,C05_01_08282025.jpeg,5,2,Deluge,2025,8,28,C,1,0.345350035,0.035007854,0.187983892,-0.152976038,8/28/25,492,468,240
859,2838,C06_01_08282025.jpeg,6,2,Control,2025,8,28,C,1,0.346733101,0.039612983,0.201771088,-0.162158106,8/28/25,932,921,240
860,2839,C07_01_08282025.jpeg,7,2,Drought,2025,8,28,C,1,0.342286716,0.027855686,0.206634781,-0.178779095,8/28/25,939,916,240
861,2840,C08_01_08282025.jpeg,8,2,Drought-Deluge,2025,8,28,C,1,0.343304297,0.031204283,0.189237664,-0.158033381,8/28/25,899,893,240
862,2841,C09_01_08282025.jpeg,9,3,Deluge,2025,8,28,C,1,0.343132868,0.030032269,0.210010869,-0.1799786,8/28/25,790,761,240
863,2842,C10_01_08282025.jpeg,10,3,Control,2025,8,28,C,1,0.341110938,0.023653762,0.205954987,-0.182301224,8/28/25,886,877,240
864,2843,C11_01_08282025.jpeg,11,3,Drought,2025,8,28,C,1,0.338991768,0.018759657,0.211837991,-0.193078334,8/28/25,776,784,240
865,2844,C12_01_08282025.jpeg,12,3,Drought-Deluge,2025,8,28,C,1,0.343779401,0.031918726,0.20328583,-0.171367104,8/28/25,686,710,240
866,2845,C13_01_08282025.jpeg,13,4,Drought-Deluge,2025,8,28,C,1,0.339158871,0.0184687,0.203969997,-0.185501297,8/28/25,896,945,240
867,2846,C14_01_08282025.jpeg,14,4,Drought,2025,8,28,C,1,0.337388209,0.012812445,0.208505564,-0.195693119,8/28/25,962,953,240
868,2847,C15_01_08282025.jpeg,15,4,Deluge,2025,8,28,C,1,0.345064994,0.034973873,0.217736886,-0.182763014,8/28/25,896,941,240
869,2848,C16_01_08282025.jpeg,16,4,Control,2025,8,28,C,1,0.341859001,0.025275317,0.215495887,-0.19022057,8/28/25,913,931,240
870,2849,C17_01_08282025.jpeg,17,5,Drought-Deluge,2025,8,28,C,1,0.336200789,0.010522264,0.235020678,-0.224498415,8/28/25,940,949,240
871,2850,C18_01_08282025.jpeg,18,5,Drought,2025,8,28,C,1,0.337002227,0.013786781,0.219125948,-0.205339166,8/28/25,471,485,240
872,2851,C19_01_08282025.jpeg,19,5,Control,2025,8,28,C,1,0.345714268,0.032308963,0.167035233,-0.13472627,8/28/25,879,892,240
873,2852,C20_01_08282025.jpeg,20,5,Deluge,2025,8,28,C,1,0.346318564,0.041653044,0.221367479,-0.179714435,8/28/25,884,880,240
874,2853,C21_01_08282025.jpeg,21,6,Drought,2025,8,28,C,1,0.340053464,0.019703638,0.190390539,-0.1706869,8/28/25,925,915,240
875,2854,C22_01_08282025.jpeg,22,6,Drought-Deluge,2025,8,28,C,1,0.3375,0.013525054,0.206617445,-0.193092391,8/28/25,894,924,240
876,2855,C23_01_08282025.jpeg,23,6,Deluge,2025,8,28,C,1,0.348942083,0.044271857,0.187697145,-0.143425288,8/28/25,941,916,240
877,2856,C24_01_08282025.jpeg,24,6,Control,2025,8,28,C,1,0.33967508,0.020836981,0.215200846,-0.194363864,8/28/25,897,885,240
878,2857,C25_01_08282025.jpeg,25,7,Drought,2025,8,28,C,1,0.335964877,0.0084906,0.20060856,-0.19211796,8/28/25,889,881,240
879,2858,C26_01_08282025.jpeg,26,7,Drought-Deluge,2025,8,28,C,1,0.347538716,0.041158802,0.195188911,-0.154030109,8/28/25,916,934,240
880,2859,C27_01_08282025.jpeg,27,7,Control,2025,8,28,C,1,0.347527776,0.045273684,0.204562641,-0.159288956,8/28/25,828,844,240
881,2860,C28_01_08282025.jpeg,28,7,Deluge,2025,8,28,C,1,0.350565462,0.051036214,0.204821825,-0.153785611,8/28/25,922,909,240
882,2861,C29_01_08282025.jpeg,29,8,Drought-Deluge,2025,8,28,C,1,0.337408155,0.013220533,0.206747348,-0.193526815,8/28/25,901,922,240
883,2862,C30_01_08282025.jpeg,30,8,Drought,2025,8,28,C,1,0.338690835,0.017401677,0.218491354,-0.201089677,8/28/25,872,856,240
884,2863,C31_01_08282025.jpeg,31,8,Control,2025,8,28,C,1,0.345035075,0.033929997,0.200625741,-0.166695744,8/28/25,907,902,240
885,2864,C32_01_08282025.jpeg,32,8,Deluge,2025,8,28,C,1,0.342140195,0.028960658,0.226953386,-0.197992728,8/28/25,889,907,240
886,2865,C33_01_08282025.jpeg,33,9,Drought,2025,8,28,C,1,0.33620903,0.009762027,0.212068265,-0.202306238,8/28/25,857,828,240
887,2866,C34_01_08282025.jpeg,34,9,Drought-Deluge,2025,8,28,C,1,0.338048806,0.014206561,0.202955706,-0.188749145,8/28/25,425,435,240
888,2867,C35_01_08282025.jpeg,35,9,Deluge,2025,8,28,C,1,0.346407492,0.040218343,0.207883507,-0.167665163,8/28/25,434,432,240
889,2868,C36_01_08282025.jpeg,36,9,Control,2025,8,28,C,1,0.343963394,0.033264317,0.205933462,-0.172669145,8/28/25,465,451,240
890,2869,C37_01_08282025.jpeg,37,10,Deluge,2025,8,28,C,1,0.353220179,0.056874901,0.203824865,-0.146949965,8/28/25,466,469,240
891,2870,C39_01_08282025.jpeg,39,10,Drought-Deluge,2025,8,28,C,1,0.336736067,0.010702003,0.197924506,-0.187222503,8/28/25,486,493,240
892,2871,C40_01_08282025.jpeg,40,10,Drought,2025,8,28,C,1,0.336421556,0.010541543,0.215959224,-0.205417681,8/28/25,907,912,240
893,2952,C01_01_09022025.jpeg,1,1,Drought,2025,9,2,C,1,0.340574995,0.018603067,0.17850256,-0.159899493,9/2/25,976,968,245
894,2953,C02_01_09022025.jpeg,2,1,Drought-Deluge,2025,9,2,C,1,0.343828405,0.030137001,0.197852649,-0.167715648,9/2/25,970,1000,245
895,2954,C03_01_09022025.jpeg,3,1,Control,2025,9,2,C,1,0.34494,0.029596241,0.179004589,-0.149408348,9/2/25,439,435,245
896,2955,C04_01_09022025.jpeg,4,1,Deluge,2025,9,2,C,1,0.353406111,0.038143725,0.146749834,-0.108606109,9/2/25,471,459,245
897,2956,C05_01_09022025.jpeg,5,2,Deluge,2025,9,2,C,1,0.348694326,0.036123404,0.162582422,-0.126459018,9/2/25,495,489,245
898,2957,C06_01_09022025.jpeg,6,2,Control,2025,9,2,C,1,0.344832688,0.030691763,0.176819204,-0.146127441,9/2/25,462,467,245
899,2958,C07_01_09022025.jpeg,7,2,Drought,2025,9,2,C,1,0.344945052,0.028911072,0.18720439,-0.158293318,9/2/25,446,474,245
900,2959,C08_01_09022025.jpeg,8,2,Drought-Deluge,2025,9,2,C,1,0.341355513,0.022408213,0.173566638,-0.151158425,9/2/25,445,472,245
901,2960,C09_01_09022025.jpeg,9,3,Deluge,2025,9,2,C,1,0.34132025,0.018372747,0.176176352,-0.157803605,9/2/25,874,886,245
902,2961,C10_01_09022025.jpeg,10,3,Control,2025,9,2,C,1,0.344964924,0.027621964,0.165760614,-0.13813865,9/2/25,902,913,245
903,2962,C11_01_09022025.jpeg,11,3,Drought,2025,9,2,C,1,0.34058807,0.019413902,0.182609201,-0.163195299,9/2/25,866,860,245
904,2963,C12_01_09022025.jpeg,12,3,Drought-Deluge,2025,9,2,C,1,0.347309132,0.036832973,0.184253093,-0.14742012,9/2/25,794,815,245
905,2964,C13_01_09022025.jpeg,13,4,Drought-Deluge,2025,9,2,C,1,0.338130882,0.014498873,0.166318459,-0.151819586,9/2/25,484,484,245
906,2965,C14_01_09022025.jpeg,14,4,Drought,2025,9,2,C,1,0.33747109,0.011517744,0.178383797,-0.166866053,9/2/25,858,866,245
907,2966,C15_01_09022025.jpeg,15,4,Deluge,2025,9,2,C,1,0.342433254,0.026393285,0.199264743,-0.172871458,9/2/25,918,921,245
908,2967,C16_01_09022025.jpeg,16,4,Control,2025,9,2,C,1,0.342416971,0.022832235,0.181971068,-0.159138833,9/2/25,883,895,245
